,pairID,premise,hypothesis,propositional_logic_rule
5365,2332975167.jpg#0r1e,A man is wearing a uniform.,Both a man is wearing a uniform and no man is wearing a uniform. ,Conjunction
5366,7162932481.jpg#3r1e,There is a fire being fought.,Either there is a fire being fought or there is no fire being fought. ,Disjunction
5367,7162932481.jpg#3r1e,There is a fire being fought.,Both there is a fire being fought and there is no fire being fought. ,Conjunction
5368,4509404105.jpg#1r1e,A man has black hair.,Either a man has black hair or no man has black hair. ,Disjunction
5369,4509404105.jpg#1r1e,A man has black hair.,Both a man has black hair and no man has black hair. ,Conjunction
5370,4828430669.jpg#2r1e,A man with thinning hair.,Either a man with thinning hair or no man with thinning hair. ,Disjunction
5371,4828430669.jpg#2r1e,A man with thinning hair.,Both a man with thinning hair and no man with thinning hair. ,Conjunction
5372,5637361857.jpg#4r1e,A painter copying masterpieces in a museum.,Either a painter copying masterpieces in a museum or no painter is copying masterpieces in a museum. ,Disjunction
5373,5637361857.jpg#4r1e,A painter copying masterpieces in a museum.,Both a painter copying masterpieces in a museum and no painter is copying masterpieces in a museum. ,Conjunction
5374,5637361857.jpg#3r1e,A person is crafting a replica of anothers creation.,Either a person is crafting a replica of anothers creation or no person is crafting a replica of anothers creation. ,Disjunction
5375,5637361857.jpg#3r1e,A person is crafting a replica of anothers creation.,Both a person is crafting a replica of anothers creation and no person is crafting a replica of anothers creation. ,Conjunction
5376,4756254503.jpg#0r1e,The man is outside.,Either the man is outside or the man is not outside. ,Disjunction
5377,4756254503.jpg#0r1e,The man is outside.,Both the man is outside and the man is not outside. ,Conjunction
5378,4604105970.jpg#4r1e,A woman wearing sunglasses is not smiling.,Either a woman wearing sunglasses is not smiling or a woman wearing sunglasses is smiling. ,Disjunction
5379,4604105970.jpg#4r1e,A woman wearing sunglasses is not smiling.,Both a woman wearing sunglasses is not smiling and a woman wearing sunglasses is smiling. ,Conjunction
5380,4823789426.jpg#1r1e,A bunch of guys in colorful clothes stand together.,Either a bunch of guys in colorful clothes stand together or no bunch of guys in colorful clothes stand together. ,Disjunction
5381,4823789426.jpg#1r1e,A bunch of guys in colorful clothes stand together.,Both a bunch of guys in colorful clothes stand together and no bunch of guys in colorful clothes stand together. ,Conjunction
5382,6188752802.jpg#0r1e,They are in a gym.,Either they are in a gym or they are not in a gym. ,Disjunction
5383,6188752802.jpg#0r1e,They are in a gym.,Both they are in a gym and they are not in a gym. ,Conjunction
5384,49609558.jpg#0r1e,Four kids are wearing hats with streamers.,Either four kids are wearing hats with streamers or no kids are wearing hats with streamers. ,Disjunction
5385,49609558.jpg#0r1e,Four kids are wearing hats with streamers.,Both four kids are wearing hats with streamers and no kids are wearing hats with streamers. ,Conjunction
5386,2826039666.jpg#2r1n,A man standing in front of a vehicle.,Either a man standing in front of a vehicle or no man is standing in front of a vehicle. ,Disjunction
5387,2826039666.jpg#2r1n,A man standing in front of a vehicle.,Both a man standing in front of a vehicle and no man is standing in front of a vehicle. ,Conjunction
5388,2826039666.jpg#2r1e,A worker standing in front of his truck which has writing on it.,Either a worker standing in front of his truck which has writing on it or no worker is standing in front of his truck which has writing on it. ,Disjunction
5389,2826039666.jpg#2r1e,A worker standing in front of his truck which has writing on it.,Both a worker standing in front of his truck which has writing on it and no worker is standing in front of his truck which has writing on it. ,Conjunction
5390,4045308081.jpg#0r1e,Two kids are sitting next to each other.,Either two kids are sitting next to each other or no two kids are sitting next to each other. ,Disjunction
5391,4045308081.jpg#0r1e,Two kids are sitting next to each other.,Both two kids are sitting next to each other and no two kids are sitting next to each other. ,Conjunction
5392,2924305507.jpg#4r1e,He is running against a group of people.,Either he is running against a group of people or he is not running against a group of people. ,Disjunction
5393,2924305507.jpg#4r1e,He is running against a group of people.,Both he is running against a group of people and he is not running against a group of people. ,Conjunction
5394,2042915648.jpg#1r1e,A human is surrounded.,Either a human is surrounded or no human is surrounded. ,Disjunction
5395,2042915648.jpg#1r1e,A human is surrounded.,Both a human is surrounded and no human is surrounded. ,Conjunction
5396,4685141560.jpg#1r1e,A girl checks her phone on a boat.,Either a girl checks her phone on a boat or no girl checks her phone on a boat. ,Disjunction
5397,4685141560.jpg#1r1e,A girl checks her phone on a boat.,Both a girl checks her phone on a boat and no girl checks her phone on a boat. ,Conjunction
5398,154789578.jpg#3r1e,He looks through the microscope.,Either he looks through the microscope or he does not look through the microscope. ,Disjunction
5399,154789578.jpg#3r1e,He looks through the microscope.,Both he looks through the microscope and he does not look through the microscope. ,Conjunction
5400,4445485475.jpg#1r1e,A crowd relaxes in front of a large red building.,Either a crowd relaxes in front of a large red building or no crowd relaxes in front of a large red building. ,Disjunction
5401,4445485475.jpg#1r1e,A crowd relaxes in front of a large red building.,Both a crowd relaxes in front of a large red building and no crowd relaxes in front of a large red building. ,Conjunction
5402,3233560682.jpg#3r1e,Three people with instruments.,Either three people with instruments or no three people with instruments. ,Disjunction
5403,3233560682.jpg#3r1e,Three people with instruments.,Both three people with instruments and no three people with instruments. ,Conjunction
5404,4808328732.jpg#0r1e,A woman is lying in the grass.,Either a woman is lying in the grass or no woman is lying in the grass. ,Disjunction
5405,4808328732.jpg#0r1e,A woman is lying in the grass.,Both a woman is lying in the grass and no woman is lying in the grass. ,Conjunction
5406,860840598.jpg#0r1e,A boy lays down in front of a tent.,Either a boy lays down in front of a tent or no boy lays down in front of a tent. ,Disjunction
5407,860840598.jpg#0r1e,A boy lays down in front of a tent.,Both a boy lays down in front of a tent and no boy lays down in front of a tent. ,Conjunction
5408,33408768.jpg#0r1e,A guy is transporting a tent.,Either a guy is transporting a tent or no guy is transporting a tent. ,Disjunction
5409,33408768.jpg#0r1e,A guy is transporting a tent.,Both a guy is transporting a tent and no guy is transporting a tent. ,Conjunction
5410,3661072592.jpg#2r1e,A young girl putting confetti in a ladys hair.,Either a young girl putting confetti in a ladys hair or no young girl is putting confetti in a lady's hair. ,Disjunction
5411,3661072592.jpg#2r1e,A young girl putting confetti in a ladys hair.,Both a young girl putting confetti in a ladys hair and no young girl is putting confetti in a lady's hair. ,Conjunction
5412,751497345.jpg#1r1e,A man in a blue shirt stands by a grill.,Either a man in a blue shirt stands by a grill or no man in a blue shirt stands by a grill. ,Disjunction
5413,751497345.jpg#1r1e,A man in a blue shirt stands by a grill.,Both a man in a blue shirt stands by a grill and no man in a blue shirt stands by a grill. ,Conjunction
5414,4774595499.jpg#0r1n,A man is pointing into the ear and wearing a light striped shirt.,Either a man is pointing into the ear and wearing a light striped shirt or no man is pointing into the ear and wearing a light striped shirt. ,Disjunction
5415,4774595499.jpg#0r1n,A man is pointing into the ear and wearing a light striped shirt.,Both a man is pointing into the ear and wearing a light striped shirt and no man is pointing into the ear and wearing a light striped shirt. ,Conjunction
5416,4774595499.jpg#0r1e,A man is pointing into the ear and wearing a striped shirt.,Either a man is pointing into the ear and wearing a striped shirt or no man is pointing into the ear and wearing a striped shirt. ,Disjunction
5417,4774595499.jpg#0r1e,A man is pointing into the ear and wearing a striped shirt.,Both a man is pointing into the ear and wearing a striped shirt and no man is pointing into the ear and wearing a striped shirt. ,Conjunction
5418,2480850054.jpg#2r1e,A boy is outside running.,Either a boy is outside running or no boy is outside running. ,Disjunction
5419,2480850054.jpg#2r1e,A boy is outside running.,Both a boy is outside running and no boy is outside running. ,Conjunction
5420,7277233024.jpg#1r1e,A firefighter going up a ladder.,Either a firefighter going up a ladder or no firefighter is going up a ladder. ,Disjunction
5421,7277233024.jpg#1r1e,A firefighter going up a ladder.,Both a firefighter going up a ladder and no firefighter is going up a ladder. ,Conjunction
5422,2195887578.jpg#2r1e,Two men are standing in front of a large vehicle.,Either two men are standing in front of a large vehicle or no two men are standing in front of a large vehicle. ,Disjunction
5423,2195887578.jpg#2r1e,Two men are standing in front of a large vehicle.,Both two men are standing in front of a large vehicle and no two men are standing in front of a large vehicle. ,Conjunction
5424,4002498838.jpg#4r1n,The man has shorts but no shoes.,Either the man has shorts but no shoes or the man has no shorts but shoes. ,Disjunction
5425,4002498838.jpg#4r1n,The man has shorts but no shoes.,Both the man has shorts but no shoes and the man has no shorts but shoes. ,Conjunction
5426,4002498838.jpg#4r1e,The man in shorts is not wearing footwear.,Either the man in shorts is not wearing footwear or the man in shorts is wearing footwear. ,Disjunction
